Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD16,OUT017,1164.169
NCV18,OUT013,1361.7526
FDX07,OUT046,3001.771
NCZ05,OUT027,2616.3306
NCI31,OUT013,724.3258
FDK14,OUT049,1351.6923
NCR06,OUT045,678.3969
NCF54,OUT049,2983.553
DRG23,OUT010,589.78046
FDD53,OUT046,773.62897
NCM31,OUT027,3466.6548
FDT16,OUT017,4101.432
FDR40,OUT035,1418.8281
DRG25,OUT017,3301.75
FDT10,OUT035,1009.8805
FDY32,OUT013,2629.8096
FDN50,OUT035,1547.7661
FDZ35,OUT019,402.7717
NCP54,OUT045,2011.3876
NCD07,OUT035,1945.0271
FDS02,OUT018,2724.2551
DRN59,OUT018,630.37787
DRB24,OUT013,2335.1445
FDP37,OUT027,3432.9707
DRB01,OUT018,2554.8352
FDR47,OUT046,3042.976
NCM31,OUT010,472.0227
NCF06,OUT027,6133.1367
NCV17,OUT027,3424.8286
FDS10,OUT049,2988.3826
FDN52,OUT035,1413.1067
FDZ48,OUT013,1848.6041
FDJ48,OUT049,4201.3335
DRB13,OUT027,5090.0767
FDV59,OUT017,3950.5117
FDL32,OUT035,1803.9817
FDZ12,OUT035,2180.0613
NCR06,OUT027,1110.5217
FDP51,OUT017,1942.3735
FDY22,OUT013,2061.047
FDZ38,OUT049,3013.5635
NCO54,OUT035,939.34595
FDR23,OUT035,3032.0684
FDM38,OUT049,888.6248
FDS25,OUT013,1843.641
FDZ22,OUT013,1368.5546
FDZ20,OUT019,922.87695
FDD45,OUT010,220.13914
FDN03,OUT049,3992.3333
NCW30,OUT046,4011.0732
FDY24,OUT027,1825.3661
FDJ26,OUT019,395.26913
FDM15,OUT049,2473.038
NCW54,OUT027,1792.5315
FDA23,OUT045,1588.9624
FDA39,OUT019,-94.91344
FDZ12,OUT017,2450.199
NCB42,OUT046,1868.6635
FDL16,OUT046,871.0611
FDO24,OUT019,583.3089
NCP42,OUT046,2983.2815
FDR19,OUT018,1953.3657
DRL01,OUT045,3744.4082
FDV37,OUT046,3009.373
FDI41,OUT010,565.2478
FDF58,OUT049,1015.44226
NCF43,OUT018,1907.8844
FDN02,OUT049,3764.7778
NCP41,OUT035,1766.6976
NCY17,OUT027,1505.0277
FDL58,OUT027,6024.947
NCA30,OUT027,5107.8003
FDE46,OUT018,2136.8384
FDY38,OUT035,4235.507
NCH29,OUT027,2551.184
FDO20,OUT045,3944.2683
FDP44,OUT018,1313.2369
FDM02,OUT027,2254.3774
FDJ14,OUT027,2184.6116
FDH04,OUT010,221.18416
DRK23,OUT046,4042.5796
NCW05,OUT046,1681.1047
FDF12,OUT049,2389.4202
FDL51,OUT019,489.3957
FDN03,OUT018,3200.1719
DRJ37,OUT049,2426.0168
FDM12,OUT019,516.18866
FDA16,OUT045,3922.759
NCB07,OUT017,3252.7937
NCI17,OUT019,251.8229
FDR51,OUT046,2322.5945
FDJ55,OUT045,3865.3154
NCZ17,OUT013,743.0776
FDU25,OUT013,998.0622
NCG18,OUT045,1634.1086
DRM11,OUT017,4313.425
FDH16,OUT035,1502.1006
FDZ04,OUT018,879.83954
NCX53,OUT035,2199.7146
FDX38,OUT027,1606.6139
FDX09,OUT046,2797.298
NCW05,OUT018,1377.0995
NCS41,OUT017,3312.528
FDI26,OUT046,2779.1104
NCZ41,OUT027,3400.136
NCK06,OUT046,2028.4503
FDX23,OUT027,2551.184
NCA42,OUT046,2351.3499
FDC20,OUT049,944.55676
DRC49,OUT018,1981.5295
FDX01,OUT013,1873.5859
FDC08,OUT045,3612.1077
FDC02,OUT017,5820.938
FDK10,OUT045,2878.2598
DRC24,OUT013,2322.713
FDW16,OUT019,223.74426
NCU06,OUT018,3301.0908
DRA59,OUT045,3097.8486
FDR24,OUT019,257.95953
DRL35,OUT018,582.27747
FDA49,OUT013,1405.1012
NCC55,OUT046,751.25885
DRD24,OUT019,690.5709
NCE55,OUT049,2986.6892
FDT33,OUT045,2814.2998
NCT53,OUT013,2595.2083
FDS26,OUT046,3642.7341
FDL22,OUT018,1217.0591
FDP44,OUT017,1746.7462
FDC52,OUT018,2108.4553
FDI53,OUT010,489.13437
FDZ23,OUT046,2996.9414
NCT18,OUT013,3017.9646
FDR13,OUT046,1873.5859
FDB09,OUT010,633.8417
FDZ60,OUT013,1642.82
FDB11,OUT046,3731.8384
FDC10,OUT018,1607.5354
FDW56,OUT035,3365.5574
FDK14,OUT027,2194.9314
DRE27,OUT027,2539.0256
FDA38,OUT017,4145.695
FDT11,OUT045,3057.7212
FDP15,OUT035,4280.84
FDV27,OUT035,1444.1536
FDS36,OUT027,2625.626
FDY40,OUT027,1562.0958
NCF19,OUT049,856.8157
FDF53,OUT045,2879.2952
FDS14,OUT027,3640.682
FDE56,OUT046,1132.0728
FDZ19,OUT035,2984.2476
FDZ46,OUT013,1861.5503
FDR16,OUT046,3300.5054
FDG29,OUT018,592.30615
NCE30,OUT017,3781.0774
FDZ40,OUT046,971.3524
FDG58,OUT018,2133.4436
DRH03,OUT013,1589.9723
FDZ47,OUT045,1314.0486
FDV04,OUT018,2256.1733
FDZ10,OUT018,1788.9043
FDG46,OUT017,1970.2623
NCF07,OUT045,1545.1522
FDY44,OUT035,3352.4907
FDB21,OUT013,3545.4194
FDS20,OUT035,3312.528
FDS49,OUT049,1356.5364
FDX55,OUT027,5865.3975
NCQ02,OUT018,2520.002
FDR25,OUT013,5196.6445
DRG39,OUT045,823.9959
FDB46,OUT046,3285.4888
NCC30,OUT018,2429.475
FDE58,OUT035,1940.5918
FDC05,OUT019,516.18866
FDY15,OUT046,2286.5745
FDG14,OUT046,2331.89
FDL08,OUT049,4088.3896
FDQ47,OUT013,717.78784
FDN12,OUT035,1809.2786
FDW10,OUT013,2684.065
FDD02,OUT035,1951.6692
FDX35,OUT010,1065.777
FDT35,OUT046,2587.6099
DRN47,OUT019,497.1527
FDB11,OUT010,1000.7767
FDN20,OUT045,2735.441
FDB59,OUT035,3291.6743
FDJ58,OUT045,2937.104
FDU60,OUT046,2587.6099
FDS03,OUT049,1089.4286
FDU40,OUT019,516.18866
DRH15,OUT049,785.8356
FDD04,OUT027,3631.3865
FDQ01,OUT046,3466.7222
FDF28,OUT035,2095.1873
FDD22,OUT010,491.63263
FDY19,OUT046,1862.7295
FDN33,OUT035,1466.0831
FDV36,OUT035,2103.2134
FDW01,OUT010,598.372
FDJ28,OUT049,3178.7007
FDB17,OUT035,3149.0063
FDM40,OUT049,2155.8792
FDV46,OUT045,2102.2395
FDQ44,OUT049,1820.3362
NCD42,OUT046,758.18256
DRH37,OUT046,2658.2085
FDR10,OUT018,2293.3164
NCD06,OUT027,1562.0958
FDI53,OUT046,2492.9458
FDG16,OUT035,3782.0798
DRB25,OUT046,1691.9612
FDY09,OUT046,2818.4397
FDX48,OUT045,2372.0254
FDC03,OUT010,758.7265
FDT47,OUT035,1753.755
FDW44,OUT027,4583.516
FDT24,OUT017,1273.3693
FDT12,OUT019,873.36285
NCS38,OUT035,1945.0271
FDO39,OUT035,3210.7253
FDA13,OUT046,767.7455
FDO48,OUT035,4156.5723
DRJ01,OUT017,2512.0522
FDD53,OUT018,503.31442
NCT05,OUT049,4121.8477
FDQ51,OUT045,919.8285
FDU60,OUT013,2587.6099
FDC59,OUT046,1050.9731
FDP36,OUT035,831.8558
NCM19,OUT017,1809.9827
FDL16,OUT035,678.7474
FDE50,OUT018,2618.7434
NCR18,OUT013,776.8836
NCD30,OUT035,1676.2355
FDH31,OUT013,1606.0519
FDD56,OUT019,459.3581
FDC47,OUT049,3848.6702
FDZ21,OUT045,1565.5825
FDM01,OUT049,1671.6584
FDF24,OUT013,1380.4009
FDW23,OUT017,626.37286
FDY52,OUT018,906.7416
DRH37,OUT027,4035.7246
DRO47,OUT027,3013.0627
FDR25,OUT049,3663.2898
FDQ24,OUT027,6272.824
DRJ51,OUT018,3131.7402
NCU06,OUT035,4407.624
NCV18,OUT018,1113.7563
NCC06,OUT027,3412.686
FDZ01,OUT018,1416.1906
FDT14,OUT017,2023.6201
FDD11,OUT019,863.85583
FDN09,OUT017,4264.59
NCO18,OUT010,755.95416
FDZ50,OUT045,3065.4055
FDS44,OUT013,3460.4683
FDI36,OUT045,3097.8486
FDA26,OUT010,719.42053
NCY53,OUT049,1909.9888
FDF32,OUT049,3184.0376
FDF59,OUT010,528.275
FDB20,OUT046,1276.414
DRH11,OUT035,900.94305
FDT03,OUT049,2419.2131
NCH06,OUT035,4271.809
FDR55,OUT049,3175.446
FDI10,OUT035,3023.4768
FDZ12,OUT045,2097.7024
FDM12,OUT049,3191.8096
DRB25,OUT045,1631.0615
NCS41,OUT013,3009.373
NCT53,OUT049,2698.6304
NCD55,OUT013,754.92377
FDY08,OUT049,2155.8792
NCP55,OUT049,948.2258
FDA33,OUT013,2317.7498
FDQ33,OUT013,2322.5945
FDE45,OUT027,4736.617
FDT26,OUT013,1918.0381
NCV53,OUT049,4112.8086
FDK60,OUT027,2538.634
NCJ29,OUT046,1371.8093
FDI15,OUT045,4671.107
FDX21,OUT013,1710.546
FDV49,OUT019,1127.0756
DRO59,OUT046,1359.2589
FDZ14,OUT045,1967.613
FDP32,OUT027,3521.8604
FDC33,OUT017,3359.878
FDT14,OUT010,460.099
NCN54,OUT027,2187.8662
FDR57,OUT027,3676.3796
DRK12,OUT046,754.5135
FDX52,OUT049,3178.7007
FDX08,OUT010,755.95416
FDP10,OUT010,181.91457
NCP50,OUT045,1331.3401
NCL06,OUT013,4053.0815
FDP25,OUT013,3715.1985
FDE53,OUT013,1686.4167
FDL27,OUT017,1225.104
FDC35,OUT049,3716.0527
DRJ47,OUT010,718.8713
FDD16,OUT018,1086.8062
NCN42,OUT049,2428.175
FDC38,OUT027,3499.4895
NCO07,OUT045,3562.1067
FDQ20,OUT049,733.8457
FDI32,OUT046,1877.3989
FDN20,OUT010,677.65717
DRJ51,OUT027,6267.6123
FDU08,OUT045,1545.1522
DRN37,OUT019,621.06866
FDD05,OUT010,626.94366
FDW15,OUT046,2331.186
FDI52,OUT046,1950.4811
DRM11,OUT049,4074.2224
NCO06,OUT045,657.7292
FDU38,OUT049,3143.003
FDU59,OUT018,2160.5908
FDJ10,OUT046,2076.4429
FDM13,OUT049,2138.4844
NCJ30,OUT019,621.06866
FDM45,OUT018,1767.649
FDP36,OUT045,786.08844
NCD30,OUT010,309.9116
FDN48,OUT017,1621.5127
FDY32,OUT049,2596.8828
FDU47,OUT046,2052.4558
FDF17,OUT019,516.18866
FDP34,OUT017,2478.4631
FDA47,OUT049,2732.717
DRD27,OUT027,2518.741
FDW38,OUT045,852.7299
FDZ15,OUT019,637.0412
FDZ03,OUT027,5075.3574
NCN19,OUT049,3076.853
FDG02,OUT035,3264.218
FDS31,OUT035,3312.528
FDW43,OUT019,838.89105
FDZ47,OUT010,269.47012
FDO57,OUT017,2518.866
NCL07,OUT013,754.92377
NCV42,OUT013,1723.0964
FDP40,OUT017,1972.8176
FDP48,OUT019,516.18866
FDH21,OUT017,2818.251
NCP02,OUT049,950.61725
FDK24,OUT049,837.89435
FDC41,OUT045,1167.6069
FDF08,OUT017,1415.75
FDO49,OUT017,857.0909
FDS56,OUT027,7006.5444
FDX46,OUT018,820.27094
FDQ07,OUT013,3615.545
FDC32,OUT010,167.52786
FDT21,OUT019,658.27014
FDG58,OUT045,2367.84
FDW14,OUT049,1356.532
DRA12,OUT027,3479.2048
FDV27,OUT013,1392.2123
DRD25,OUT013,1843.641
DRF48,OUT027,5052.35
FDX24,OUT017,1545.6467
DRJ51,OUT046,3771.88
FDE45,OUT045,2921.6418
FDE14,OUT046,1686.4167
FDG53,OUT045,2106.9978
FDT08,OUT046,2331.89
DRC27,OUT027,5910.229
FDG20,OUT035,3026.7715
FDC21,OUT046,1695.3004
FDV31,OUT018,2435.869
FDB58,OUT045,2105.3296
FDV23,OUT046,1961.3375
FDA25,OUT019,390.2214
FDC15,OUT046,2410.7256
FDU47,OUT049,2155.8792
FDE23,OUT013,1043.9474
FDS08,OUT013,2753.916
FDW03,OUT027,2628.8806
FDJ60,OUT018,2255.4346
FDM34,OUT017,2096.1807
FDW33,OUT013,1673.8663
FDZ40,OUT013,971.3524
FDE33,OUT018,1154.2262
NCC06,OUT010,526.7139
FDU11,OUT046,1893.5033
FDL44,OUT017,2875.0332
NCZ29,OUT017,2093.3594
FDG28,OUT010,1340.8997
FDL12,OUT018,814.974
FDD52,OUT017,1654.705
FDO15,OUT013,1236.3811
NCN29,OUT027,1569.7238
FDW36,OUT013,1691.9612
FDB21,OUT046,3545.4194
FDZ28,OUT013,1976.2937
FDY10,OUT035,1963.5079
DRG39,OUT017,827.97546
FDN28,OUT013,1677.0033
FDV15,OUT035,1732.8578
DRI13,OUT035,4169.777
FDH20,OUT046,1614.6434
FDY51,OUT013,3606.9534
FDE16,OUT013,3509.931
FDX40,OUT018,543.7265
FDC48,OUT018,1178.3634
FDS14,OUT046,2294.6963
FDX56,OUT017,4145.022
FDI10,OUT046,2797.298
FDI14,OUT013,2061.047
DRM48,OUT013,743.77405
NCH07,OUT027,3901.5679
FDY26,OUT013,3459.9338
FDD02,OUT027,3022.3582
FDM12,OUT046,3025.7366
DRF01,OUT010,413.69058
FDV36,OUT046,1979.5485
DRI59,OUT013,3767.3718
FDV03,OUT018,2192.8757
FDO39,OUT017,3345.5442
NCB07,OUT018,2573.8176
FDH38,OUT027,3020.69
FDZ13,OUT035,796.5308
NCZ30,OUT046,1969.1376
NCA06,OUT035,579.5131
FDB04,OUT049,1343.9816
FDN50,OUT013,1503.0032
NCG06,OUT049,3881.238
NCY17,OUT018,593.19464
FDC23,OUT046,2797.5203
FDK33,OUT049,3678.6948
FDR03,OUT049,3718.5022
FDZ07,OUT045,1039.3284
FDO38,OUT013,1375.6223
FDS59,OUT046,1730.5782
DRM11,OUT019,571.8543
FDX52,OUT027,5329.888
DRJ35,OUT018,852.655
NCP53,OUT046,3841.0447
FDW15,OUT019,581.8401
DRI47,OUT045,2388.9817
DRZ11,OUT035,2040.5897
FDS02,OUT013,2976.93
DRD49,OUT018,3655.0908
FDW38,OUT049,910.9069
FDR21,OUT019,484.6024
FDE40,OUT013,1091.8579
FDI02,OUT045,1738.1648
FDQ04,OUT045,699.30786
FDY14,OUT017,3126.6953
NCT54,OUT046,1593.5015
DRD25,OUT017,1900.9147
DRE01,OUT045,3719.2192
FDJ12,OUT010,911.0415
NCZ05,OUT049,1671.1437
DRB25,OUT019,390.2214
NCC31,OUT045,2401.8604
FDM16,OUT045,1228.0647
DRG11,OUT049,1671.844
FDV24,OUT027,3663.8296
FDV43,OUT046,773.62897
FDG05,OUT018,2110.355
FDV23,OUT010,644.866
FDI58,OUT018,1208.8895
FDQ11,OUT017,4371.4106
FDC05,OUT027,5382.0835
FDF40,OUT013,3499.1252
FDU02,OUT018,3453.3835
FDT32,OUT013,2998.5164
NCF06,OUT017,4013.55
FDT46,OUT013,890.677
FDR58,OUT010,174.66579
FDY04,OUT046,2619.676
FDT58,OUT045,2729.6807
FDE46,OUT049,2427.814
DRH11,OUT017,888.2989
DRI51,OUT046,2755.236
FDC35,OUT017,3822.676
FDP45,OUT035,4018.9192
FDC45,OUT017,3021.1477
FDU01,OUT045,3034.6643
FDJ53,OUT010,625.2501
FDJ46,OUT017,3133.0667
FDX07,OUT013,3001.771
NCI30,OUT049,4311.959
FDE47,OUT027,3377.3096
FDV48,OUT045,1345.3817
FDN16,OUT019,390.2214
FDM52,OUT013,2343.736
FDA32,OUT027,5722.6987
FDH05,OUT017,3828.9424
FDW25,OUT010,203.40364
FDQ09,OUT046,1856.2852
NCM17,OUT010,-209.43898
DRM59,OUT046,2311.472
FDV47,OUT027,2175.3162
DRE15,OUT035,1265.3734
FDS25,OUT010,208.43481
NCZ05,OUT018,1411.1289
NCV05,OUT019,581.8401
DRM37,OUT046,3017.9646
FDV58,OUT027,5382.0835
FDN22,OUT027,6403.953
NCO06,OUT049,711.8393
FDT56,OUT019,-100.34937
FDM02,OUT013,1379.1471
FDA09,OUT046,2797.298
NCC06,OUT035,2103.2134
NCL54,OUT049,2986.6892
NCB55,OUT017,992.7449
FDB12,OUT017,1732.8578
NCA54,OUT049,3007.8308
NCS38,OUT049,1920.8452
FDC02,OUT049,5558.3965
FDK44,OUT019,351.89447
FDE16,OUT035,3984.3406
NCS05,OUT035,2194.0515
FDZ59,OUT045,2712.286
FDI20,OUT017,3959.6616
FDQ14,OUT046,2290.1514
FDF53,OUT017,2914.484
FDW25,OUT017,1490.4795
NCQ43,OUT010,320.86176
FDX52,OUT013,3012.6277
FDE28,OUT045,3762.4812
FDN15,OUT017,2214.5857
FDO28,OUT017,1935.6136
FDQ33,OUT045,2367.84
FDM22,OUT010,-98.97151
FDJ03,OUT017,757.6251
FDI16,OUT045,882.4211
FDI09,OUT027,5766.48
FDX55,OUT013,3497.3787
FDS23,OUT027,3432.9707
DRC12,OUT045,3138.7732
FDH41,OUT049,3748.617
FDN01,OUT013,2797.298
FDV55,OUT045,2359.4753
NCJ19,OUT013,947.9455
NCY29,OUT010,-107.563034
FDP03,OUT018,1890.2592
FDZ52,OUT045,1722.7837
FDH31,OUT010,405.55963
FDQ19,OUT018,3156.2527
FDS15,OUT035,1749.3998
FDN32,OUT017,3324.9397
FDH32,OUT049,1590.7788
FDF33,OUT017,1834.7155
FDJ22,OUT046,2998.5164
FDG56,OUT010,-58.464832
FDC05,OUT046,3009.373
FDK09,OUT013,3696.0935
NCV29,OUT045,2921.6418
NCC43,OUT019,571.8543
NCA42,OUT049,2421.172
FDC10,OUT046,1861.0355
FDC16,OUT013,1389.1932
NCL17,OUT013,2052.9705
FDA51,OUT035,1907.802
FDW01,OUT017,2463.1887
NCF30,OUT045,2034.0834
FDN49,OUT013,781.40076
FDY20,OUT045,1363.9161
FDC15,OUT045,2289.6868
FDY24,OUT046,991.26984
NCG43,OUT017,1688.6887
FDA48,OUT013,3395.387
NCF55,OUT017,660.40436
FDL38,OUT049,1499.8167
NCQ29,OUT018,3610.4326
FDC34,OUT017,2466.099
FDP36,OUT027,1734.1552
FDN50,OUT010,364.94678
FDO23,OUT049,1578.3474
FDT56,OUT013,967.39374
FDT13,OUT027,5026.259
FDZ03,OUT013,2976.93
FDQ03,OUT010,1019.7632
FDU44,OUT045,2674.5403
FDD03,OUT049,4307.4536
NCH30,OUT013,1877.3989
FDS60,OUT010,605.81775
FDG08,OUT046,2797.298
FDX38,OUT017,766.9207
FDD22,OUT017,1933.782
FDW51,OUT013,3338.3005
FDL09,OUT017,2812.5583
FDZ60,OUT045,1433.2382
NCH07,OUT046,2492.9458
NCQ41,OUT049,3187.2922
FDW04,OUT049,2071.8306
FDI08,OUT027,6631.7393
FDR19,OUT019,449.13202
FDV13,OUT046,1408.0609
FDB52,OUT017,3943.4575
FDZ48,OUT027,2616.3306
NCO14,OUT049,830.8287
FDZ50,OUT013,2976.93
FDN27,OUT019,523.31635
FDQ60,OUT013,1943.943
FDR49,OUT017,796.01605
DRJ35,OUT027,1850.9254
DRI49,OUT017,1338.6028
FDB47,OUT017,4020.7183
FDP37,OUT010,404.15857
FDR26,OUT049,2815.2039
FDY31,OUT019,581.8401
FDC11,OUT045,1145.3629
DRP47,OUT035,4427.3687
NCY54,OUT018,2425.8755
FDR27,OUT046,2061.047
FDQ21,OUT019,669.4841
NCQ29,OUT035,3878.079
FDJ02,OUT046,2495.4805
FDE21,OUT018,1582.4066
FDM39,OUT046,2760.1045
FDZ01,OUT017,1769.7125
NCB19,OUT018,1190.9802
FDU03,OUT046,2998.5164
FDP27,OUT049,3213.044
DRF01,OUT045,2324.458
FDM03,OUT049,1689.2385
FDV01,OUT046,2348.5486
FDS16,OUT046,2331.186
FDO45,OUT035,1478.0623
NCX06,OUT035,3145.4783
FDP13,OUT046,759.6687
NCR38,OUT018,3807.2805
FDA01,OUT013,967.39374
FDT26,OUT017,1894.5494
FDD44,OUT027,6715.1436
FDB26,OUT013,979.944
FDP45,OUT019,863.85583
NCP55,OUT046,975.0215
FDT23,OUT017,1399.0302
FDO51,OUT045,665.92474
FDA44,OUT046,947.9455
NCJ31,OUT018,3595.8562
FDX37,OUT045,1541.1934
NCD18,OUT049,4102.154
FDN40,OUT027,3663.8296
FDL33,OUT017,3210.2703
DRF48,OUT035,3266.3481
FDW08,OUT035,1732.8578
FDX39,OUT018,3001.8818
FDB38,OUT049,2915.1936
FDY46,OUT018,2626.7622
NCB06,OUT049,2612.7317
FDA34,OUT035,3205.588
FDA35,OUT045,1998.8372
FDQ07,OUT035,3899.8025
FDU32,OUT045,2002.796
FDU26,OUT013,1919.2758
FDU13,OUT010,457.0724
FDO09,OUT035,2886.373
FDW03,OUT019,364.23917
FDB38,OUT013,2531.45
FDL26,OUT010,614.15936
NCN43,OUT045,1997.8735
FDH08,OUT045,4350.5347
NCC31,OUT019,588.3123
FDH14,OUT035,2198.5422
FDL40,OUT017,1715.9086
FDD20,OUT035,2095.1873
NCV53,OUT035,4325.5723
FDD16,OUT045,953.0123
FDP24,OUT035,1995.5552
FDQ25,OUT045,2941.0625
FDM38,OUT035,858.3165
NCT18,OUT010,751.9955
FDM34,OUT049,2145.0225
DRH37,OUT010,695.5816
NCE07,OUT013,2124.2463
FDG12,OUT013,1851.2689
FDB59,OUT010,730.1723
FDS10,OUT018,2511.0874
FDN21,OUT010,625.5545
FDM02,OUT045,1318.2476
FDO44,OUT049,1920.8452
NCN17,OUT017,1738.1547
FDH16,OUT018,1181.8785
FDL44,OUT046,2481.428
FDY47,OUT017,2096.013
DRI39,OUT046,934.95087
NCX54,OUT018,1405.1735
FDE59,OUT046,751.25885
FDO46,OUT045,2999.2556
DRE13,OUT046,1386.9471
FDW14,OUT013,1404.9232
FDF35,OUT046,1700.5527
FDO50,OUT019,257.95953
DRF49,OUT017,1900.9147
FDT60,OUT049,2071.8306
FDP38,OUT045,798.6387
FDA31,OUT027,4724.067
FDY52,OUT010,-34.263615
FDD03,OUT027,6089.8945
FDN52,OUT018,1187.8268
FDU20,OUT010,493.32635
FDD22,OUT035,1800.687
NCB55,OUT019,-100.34937
FDN27,OUT045,1534.4475
FDD16,OUT013,1301.9382
FDW48,OUT046,1359.8429
DRN35,OUT045,665.03375
FDX25,OUT049,3003.0527
DRD49,OUT049,3796.8167
FDE21,OUT019,535.8666
FDN44,OUT035,2758.6853
DRC01,OUT049,813.43396
NCK30,OUT046,4003.8179
FDU39,OUT013,960.4957
FDB49,OUT013,1606.0519
FDS12,OUT045,2013.6531
FDR57,OUT018,2198.6692
FDX22,OUT027,5691.847
FDC60,OUT013,1381.4342
NCE42,OUT049,3250.6519
NCK42,OUT049,3677.302
DRE01,OUT017,4086.039
FDE57,OUT018,1917.8685
DRK59,OUT019,668.239
FDB10,OUT027,6201.3423
FDQ25,OUT046,2809.8481
FDY26,OUT017,3895.222
FDG28,OUT049,4039.98
FDM14,OUT049,1726.1879
NCH29,OUT049,1559.9476
FDD48,OUT049,1933.3956
FDC17,OUT045,3704.8147
DRH49,OUT027,2194.9314
FDN44,OUT018,2270.2522
FDC29,OUT045,1875.2186
DRK01,OUT019,223.74426
FDD48,OUT017,1959.0172
FDB59,OUT013,2960.8289
FDY45,OUT010,1494.8911
FDX60,OUT035,1395.8618
FDT09,OUT010,583.2621
DRB24,OUT018,2138.7493
FDL13,OUT035,4114.195
FDN16,OUT035,1738.1547
FDK57,OUT013,1961.3375
FDO22,OUT027,2182.5823
FDC57,OUT010,780.3127
FDZ13,OUT027,1594.9304
FDW27,OUT013,2279.2124
FDX10,OUT049,743.0278
FDY08,OUT018,1919.3817
FDA49,OUT017,1437.1794
FDC32,OUT018,1321.6553
FDO04,OUT035,954.26227
NCZ54,OUT013,2501.5374
FDY40,OUT045,945.8155
FDW36,OUT045,1631.0615
FDE11,OUT017,3227.3672
DRE37,OUT045,3097.8486
NCK19,OUT017,3227.665
FDT19,OUT035,3055.7778
FDE56,OUT045,920.96954
FDZ57,OUT010,528.275
FDB35,OUT035,1502.1006
FDF09,OUT010,-242.13281
FDO34,OUT046,2627.3801
FDA55,OUT046,3843.4836
NCM18,OUT035,989.45026
FDJ20,OUT019,656.93384
DRQ35,OUT019,760.71643
FDG02,OUT013,2948.378
NCU29,OUT018,2033.9974
FDL27,OUT027,1849.2577
NCA54,OUT035,3157.598
FDJ32,OUT035,1038.5477
FDB21,OUT019,500.3727
FDR46,OUT035,2454.0876
FDZ32,OUT046,1686.9315
DRF36,OUT017,3310.3416
NCU54,OUT017,3842.6924
NCI31,OUT017,643.8247
DRA59,OUT035,3180.219
NCC55,OUT045,674.8393
FDE44,OUT018,625.08093
NCN26,OUT018,1605.4952
FDC11,OUT049,1263.3651
FDV24,OUT035,2432.9258
FDR40,OUT019,245.699
NCQ17,OUT049,2446.9724
FDC46,OUT045,3118.279
NCM18,OUT046,1115.7094
FDK16,OUT046,1593.5015
FDI28,OUT017,1421.097
FDS11,OUT018,3194.8445
DRD13,OUT046,1133.5966
FDL36,OUT035,1461.4186
FDI27,OUT013,847.9138
FDJ53,OUT019,523.31635
FDS44,OUT045,4000.1084
FDE28,OUT046,3503.7302
FDQ33,OUT018,2090.647
FDB37,OUT017,4183.6807
FDQ31,OUT045,1274.866
NCQ05,OUT046,2335.1445
FDE10,OUT013,2013.528
FDF38,OUT017,674.4491
FDE50,OUT019,519.4433
DRG37,OUT010,610.92224
NCH06,OUT049,4398.7563
FDY14,OUT045,5161.18
FDO27,OUT017,1583.8839
FDQ19,OUT049,3923.9922
FDZ26,OUT019,467.9298
FDN51,OUT013,4190.4956
FDK20,OUT035,2121.067
FDD40,OUT018,2693.5361
DRI25,OUT018,797.3353
FDH56,OUT017,1933.782
FDI36,OUT027,5326.6333
DRH11,OUT018,895.43567
NCV18,OUT017,1338.6086
DRI01,OUT049,3036.8372
DRE48,OUT049,3149.3545
FDS51,OUT035,1014.68536
FDM38,OUT017,757.9313
FDB60,OUT027,5329.888
FDY58,OUT035,4299.261
FDY22,OUT045,2207.053
FDF11,OUT027,6004.2915
FDZ51,OUT035,1657.7898
FDQ45,OUT017,3226.62
FDF17,OUT035,3395.36
NCF31,OUT027,3663.8296
FDA37,OUT013,1961.8523
FDO51,OUT046,798.01337
FDF34,OUT013,2910.78
FDD57,OUT018,1346.8905
FDO37,OUT046,3960.6663
FDR49,OUT049,844.26544
FDS39,OUT049,2151.0344
FDI48,OUT027,1733.086
DRM35,OUT049,2986.6892
FDV57,OUT035,3132.3628
FDZ55,OUT013,2624.4502
FDI28,OUT035,1421.097
FDS21,OUT045,1036.4977
FDT34,OUT013,1711.5774
DRI25,OUT035,912.163
FDT47,OUT010,370.86328
DRH39,OUT045,908.01917
NCD54,OUT045,2118.4749
FDU16,OUT027,2254.3774
NCW29,OUT045,2052.998
FDV25,OUT027,6025.634
FDM56,OUT035,1758.585
FDZ04,OUT027,1854.1802
FDG59,OUT019,-113.12876
FDI56,OUT045,1346.5216
FDS33,OUT035,1371.141
FDC23,OUT049,2986.9114
FDT11,OUT049,3135.3186
FDG17,OUT045,3982.2104
FDZ44,OUT045,1838.6222
FDJ52,OUT013,2516.7852
DRI23,OUT046,2482.089
DRE15,OUT010,152.27957
NCF07,OUT013,1686.4167
NCR29,OUT049,932.5213
FDE44,OUT019,-205.31107
FDT23,OUT035,1399.0302
NCG06,OUT017,4039.532
NCU41,OUT010,780.3127
FDH46,OUT017,1744.5557
FDV31,OUT013,2797.298
NCT41,OUT027,3683.4448
FDE22,OUT027,3914.118
FDC26,OUT045,1651.7914
DRF51,OUT017,621.46625
NCY53,OUT019,523.31635
FDY21,OUT017,3262.8782
FDL27,OUT013,1105.9427
FDZ34,OUT049,3158.0513
NCF43,OUT010,589.78046
FDC21,OUT035,1720.764
FDL26,OUT013,2346.9736
